#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
kmeans	5	Green 2	49	KITLG	9606.ENSP00000495951	Soluble KIT ligand; Ligand for the receptor-type protein-tyrosine kinase KIT. Plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis. KITLG/SCF binding can activate several signaling pathways. Promotes phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, and subsequent activation of the kinase AKT1. KITLG/SCF and KIT also transmit signals via GRB2 and activation of RAS, RAF1 and the MAP kinases MAPK1/ERK2 and/or M [...] 
kmeans	5	Green 2	49	KRT19	9606.ENSP00000355124	Keratin, type I cytoskeletal 19; Involved in the organization of myofibers. Together with KRT8, helps to link the contractile apparatus to dystrophin at the costameres of striated muscle; Belongs to the intermediate filament family.
kmeans	5	Green 2	49	LAMA4	9606.ENSP00000230538	Laminin subunit alpha-4; Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components.
kmeans	5	Green 2	49	LDLR	9606.ENSP00000454071	Low-density lipoprotein receptor; Binds LDL, the major cholesterol-carrying lipoprotein of plasma, and transports it into cells by endocytosis. In order to be internalized, the receptor-ligand complexes must first cluster into clathrin-coated pits. (Microbial infection) Acts as a receptor for Vesicular stomatitis virus; Belongs to the LDLR family.
kmeans	5	Green 2	49	MASP1	9606.ENSP00000296280	Mannan binding lectin serine peptidase 1.
kmeans	5	Green 2	49	MEGF9	9606.ENSP00000363040	Multiple epidermal growth factor-like domains protein 9; Multiple EGF like domains 9.
kmeans	5	Green 2	49	MESD	9606.ENSP00000261758	LRP chaperone MESD; Chaperone specifically assisting the folding of beta- propeller/EGF modules within the family of low-density lipoprotein receptors (LDLRs). Acts as a modulator of the Wnt pathway through chaperoning the coreceptors of the canonical Wnt pathway, LRP5 and LRP6, to the plasma membrane. Essential for specification of embryonic polarity and mesoderm induction. Plays an essential role in neuromuscular junction (NMJ) formation by promoting cell-surface expression of LRP4 (By similarity). May regulate phagocytosis of apoptotic retinal pigment epithelium (RPE) cells (By simi [...] 
kmeans	5	Green 2	49	MGMT	9606.ENSP00000302111	Methylated-DNA--protein-cysteine methyltransferase; Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated; Belongs to the MGMT family.
kmeans	5	Green 2	49	NOTCH3	9606.ENSP00000263388	Neurogenic locus notch homolog protein 3; Functions as a receptor for membrane-bound ligands Jagged1, Jagged2 and Delta1 to regulate cell-fate determination. Upon ligand activation through the released notch intracellular domain (NICD) it forms a transcriptional activator complex with RBPJ/RBPSUH and activates genes of the enhancer of split locus. Affects the implementation of differentiation, proliferation and apoptotic programs (By similarity).
kmeans	5	Green 2	49	P4HB	9606.ENSP00000327801	Protein disulfide-isomerase; This multifunctional protein catalyzes the formation, breakage and rearrangement of disulfide bonds. At the cell surface, seems to act as a reductase that cleaves disulfide bonds of proteins attached to the cell. May therefore cause structural modifications of exofacial proteins. Inside the cell, seems to form/rearrange disulfide bonds of nascent proteins. At high concentrations, functions as a chaperone that inhibits aggregation of misfolded proteins. At low concentrations, facilitates aggregation (anti-chaperone activity). May be involved with other chape [...] 
kmeans	5	Green 2	49	PDGFA	9606.ENSP00000346508	Platelet-derived growth factor subunit A; Growth factor that plays an essential role in the regulation of embryonic development, cell proliferation, cell migration, survival and chemotaxis. Potent mitogen for cells of mesenchymal origin. Required for normal lung alveolar septum formation during embryogenesis, normal development of the gastrointestinal tract, normal development of Leydig cells and spermatogenesis. Required for normal oligodendrocyte development and normal myelination in the spinal cord and cerebellum. Plays an important role in wound healing. Signaling is modulated by t [...] 
kmeans	5	Green 2	49	PDGFB	9606.ENSP00000330382	Platelet-derived growth factor subunit B; Growth factor that plays an essential role in the regulation of embryonic development, cell proliferation, cell migration, survival and chemotaxis. Potent mitogen for cells of mesenchymal origin. Required for normal proliferation and recruitment of pericytes and vascular smooth muscle cells in the central nervous system, skin, lung, heart and placenta. Required for normal blood vessel development, and for normal development of kidney glomeruli. Plays an important role in wound healing. Signaling is modulated by the formation of heterodimers wit [...] 
kmeans	5	Green 2	49	PDGFC	9606.ENSP00000422464	Platelet-derived growth factor C, receptor-binding form; Growth factor that plays an essential role in the regulation of embryonic development, cell proliferation, cell migration, survival and chemotaxis. Potent mitogen and chemoattractant for cells of mesenchymal origin. Required for normal skeleton formation during embryonic development, especially for normal development of the craniofacial skeleton and for normal development of the palate. Required for normal skin morphogenesis during embryonic development. Plays an important role in wound healing, where it appears to be involved in [...] 
kmeans	5	Green 2	49	PLAT	9606.ENSP00000220809	Tissue-type plasminogen activator chain A; Converts the abundant, but inactive, zymogen plasminogen to plasmin by hydrolyzing a single Arg-Val bond in plasminogen. By controlling plasmin-mediated proteolysis, it plays an important role in tissue remodeling and degradation, in cell migration and many other physiopathological events. Plays a direct role in facilitating neuronal migration; Belongs to the peptidase S1 family.
kmeans	5	Green 2	49	PROC	9606.ENSP00000234071	Vitamin K-dependent protein C heavy chain; Protein C is a vitamin K-dependent serine protease that regulates blood coagulation by inactivating factors Va and VIIIa in the presence of calcium ions and phospholipids. Exerts a protective effect on the endothelial cell barrier function ; Belongs to the peptidase S1 family.
kmeans	5	Green 2	49	S100A4	9606.ENSP00000357704	S100 calcium binding protein A4.
kmeans	5	Green 2	49	SCARF2	9606.ENSP00000485276	Scavenger receptor class F member 2; Probable adhesion protein, which mediates homophilic and heterophilic interactions. In contrast to SCARF1, it poorly mediates the binding and degradation of acetylated low density lipoprotein (Ac- LDL) (By similarity).
kmeans	5	Green 2	49	SPRY2	9606.ENSP00000366306	Protein sprouty homolog 2; May function as an antagonist of fibroblast growth factor (FGF) pathways and may negatively modulate respiratory organogenesis. Belongs to the sprouty family.
kmeans	5	Green 2	49	TFF3	9606.ENSP00000430690	Trefoil factor 3; Involved in the maintenance and repair of the intestinal mucosa. Promotes the mobility of epithelial cells in healing processes (motogen).
kmeans	5	Green 2	49	TGFA	9606.ENSP00000404131	Protransforming growth factor alpha; TGF alpha is a mitogenic polypeptide that is able to bind to the EGF receptor/EGFR and to act synergistically with TGF beta to promote anchorage-independent cell proliferation in soft agar.
kmeans	5	Green 2	49	TNC	9606.ENSP00000265131	Tenascin; Extracellular matrix protein implicated in guidance of migrating neurons as well as axons during development, synaptic plasticity as well as neuronal regeneration. Promotes neurite outgrowth from cortical neurons grown on a monolayer of astrocytes. Ligand for integrins alpha-8/beta-1, alpha-9/beta-1, alpha-V/beta-3 and alpha- V/beta-6. In tumors, stimulates angiogenesis by elongation, migration and sprouting of endothelial cells.
kmeans	5	Green 2	49	VEGFC	9606.ENSP00000480043	Vascular endothelial growth factor C; Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels. May function in angiogenesis of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults. Binds and activates KDR/VEGFR2 and FLT4/VEGFR3 receptors.
kmeans	6	Green	61	ACY1	9606.ENSP00000384296	Aminoacylase-1; Involved in the hydrolysis of N-acylated or N-acetylated amino acids (except L-aspartate); Belongs to the peptidase M20A family.
kmeans	6	Green	61	ADH4	9606.ENSP00000424630	All-trans-retinol dehydrogenase [NAD(+)] ADH4; Catalyzes the NAD-dependent oxidation of either all-trans- retinol or 9-cis-retinol. Also oxidizes long chain omega-hydroxy fatty acids, such as 20-HETE, producing both the intermediate aldehyde, 20-oxoarachidonate and the end product, a dicarboxylic acid, (5Z,8Z,11Z,14Z)-eicosatetraenedioate. Also catalyzes the reduction of benzoquinones.
kmeans	6	Green	61	AGR2	9606.ENSP00000391490	Anterior gradient protein 2 homolog; Required for MUC2 post-transcriptional synthesis and secretion. May play a role in the production of mucus by intestinal cells (By similarity). Proto-oncogene that may play a role in cell migration, cell differentiation and cell growth. Promotes cell adhesion.
kmeans	6	Green	61	AGXT	9606.ENSP00000302620	Alanine--glyoxylate and serine--pyruvate aminotransferase.
kmeans	6	Green	61	AKR1B1	9606.ENSP00000285930	Aldo-keto reductase family 1 member B1; Catalyzes the NADPH-dependent reduction of a wide variety of carbonyl-containing compounds to their corresponding alcohols. Displays enzymatic activity towards endogenous metabolites such as aromatic and aliphatic aldehydes, ketones, monosacharides, bile acids and xenobiotics substrates. Key enzyme in the polyol pathway, catalyzes reduction of glucose to sorbitol during hyperglycemia. Reduces steroids and their derivatives and prostaglandins. Displays low enzymatic activity toward all-trans-retinal, 9-cis-retinal, and 13-cis- retinal. Catalyzes t [...] 
kmeans	6	Green	61	ALDH3A1	9606.ENSP00000411821	Aldehyde dehydrogenase, dimeric NADP-preferring; ALDHs play a major role in the detoxification of alcohol- derived acetaldehyde (Probable). They are involved in the metabolism of corticosteroids, biogenic amines, neurotransmitters, and lipid peroxidation (Probable). Oxidizes medium and long chain aldehydes into non-toxic fatty acids. Preferentially oxidizes aromatic aldehyde substrates. Comprises about 50 percent of corneal epithelial soluble proteins (By similarity). May play a role in preventing corneal damage caused by ultraviolet light (By similarity).
kmeans	6	Green	61	ARSA	9606.ENSP00000216124	Arylsulfatase A component B; Hydrolyzes cerebroside sulfate.
kmeans	6	Green	61	ARSB	9606.ENSP00000264914	Arylsulfatase B; Removes sulfate groups from chondroitin-4-sulfate (C4S) and regulates its degradation. Involved in the regulation of cell adhesion, cell migration and invasion in colonic epithelium. In the central nervous system, is a regulator of neurite outgrowth and neuronal plasticity, acting through the control of sulfate glycosaminoglycans and neurocan levels (By similarity). Belongs to the sulfatase family.
kmeans	6	Green	61	BLMH	9606.ENSP00000261714	Bleomycin hydrolase; The normal physiological role of BLM hydrolase is unknown, but it catalyzes the inactivation of the antitumor drug BLM (a glycopeptide) by hydrolyzing the carboxamide bond of its B- aminoalaninamide moiety thus protecting normal and malignant cells from BLM toxicity.
